maze_id,source_path,task_id,family,family_group,is_b,width,height,grid_area,topology,variant,comparison_cell,chain_pattern,source_category,distractor_type,is_beatable,optimal_steps,states_explored,path_signature,path_depth,path_key_stages,path_switch_stages,path_event_ids,option_count,distractor_count,five_option,inactive_switches,unmatched_keys,object_count,n_keys,n_doors,n_switches,n_gates,known_length_risk,duplicate_task_id
D1/14x14_corridor_wrong_ky_sg_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_sg_0.json,14x14_corridor_wrong_ky_sg_0,D1,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_single_switch_gate,,,True,84,976,S,1,0,1,g1,2,1,False,0,1,3,1,0,1,1,False,False
D2/14x14_corridor_wrong_ky_inactive_sb_sg_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_inactive_sb_sg_0.json,14x14_corridor_wrong_ky_inactive_sb_sg_0,D2,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_single_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,84,1947,S,1,0,1,g1,3,2,False,1,1,4,1,0,2,1,False,False
M2/14x14_corridor_sg_0,ogbench/ogbench/procgen/maze_jsons/M2/14x14_corridor_sg_0.json,14x14_corridor_sg_0,M2,M,False,14,14,196,corridor,0,14x14:corridor:0,single_switch_gate,,,True,84,489,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_corridor_wrong_ky_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_0.json,14x14_corridor_wrong_ky_kr_0,D1,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_single_key_door,,,True,85,796,K,1,1,0,DR,2,1,False,0,1,3,2,1,0,0,False,False
M1/14x14_corridor_kr_0,ogbench/ogbench/procgen/maze_jsons/M1/14x14_corridor_kr_0.json,14x14_corridor_kr_0,M1,M,False,14,14,196,corridor,0,14x14:corridor:0,single_key_door,,,True,85,616,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
D1/14x14_corridor_wrong_ky_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_sg_0.json,14x14_corridor_wrong_ky_kr_sg_0,D1,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_key_door_then_switch_gate,,,True,86,942,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/14x14_corridor_wrong_ky_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_sg_kr_0.json,14x14_corridor_wrong_ky_sg_kr_0,D1,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_switch_gate_then_key_door,,,True,86,1124,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/14x14_corridor_wrong_ky_inactive_sb_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_inactive_sb_sg_kr_0.json,14x14_corridor_wrong_ky_inactive_sb_sg_kr_0,D2,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,86,2239,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,False
D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_0.json,14x14_corridor_wrong_ky_kr_inactive_sb_sg_0,D2,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,86,1223,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
M3/14x14_corridor_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/M3/14x14_corridor_kr_sg_0.json,14x14_corridor_kr_sg_0,M3,M,False,14,14,196,corridor,0,14x14:corridor:0,key_door_then_switch_gate,,,True,86,762,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/14x14_corridor_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/M4/14x14_corridor_sg_kr_0.json,14x14_corridor_sg_kr_0,M4,M,False,14,14,196,corridor,0,14x14:corridor:0,switch_gate_then_key_door,,,True,86,660,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
D1/14x14_corridor_wrong_ky_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_kb_0.json,14x14_corridor_wrong_ky_kr_kb_0,D1,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_kk,,,True,87,972,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
D1/14x14_dense_wrong_ky_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_sg_0.json,14x14_dense_wrong_ky_kr_sg_0,D1,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_key_door_then_switch_gate,,,True,87,1091,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/14x14_dense_wrong_ky_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_sg_kr_0.json,14x14_dense_wrong_ky_sg_kr_0,D1,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_switch_gate_then_key_door,,,True,87,985,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/14x14_dense_wrong_ky_inactive_sb_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_inactive_sb_sg_kr_0.json,14x14_dense_wrong_ky_inactive_sb_sg_kr_0,D2,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,87,1886,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,False
D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_0.json,14x14_dense_wrong_ky_kr_inactive_sb_sg_0,D2,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,87,1746,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
D3/14x14_dense_kr_sg_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_sg_deadend_ky_dy_0.json,14x14_dense_kr_sg_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,key_door_then_switch_gate_deadend_yellow_key_door,M3,deadend_yellow_key_door,True,87,758,K->S,2,1,1,DR;g1,3,1,False,0,0,6,2,2,1,1,True,False
D3/14x14_dense_sg_kr_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_sg_kr_deadend_ky_dy_0.json,14x14_dense_sg_kr_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,switch_gate_then_key_door_deadend_yellow_key_door,M4,deadend_yellow_key_door,True,87,787,S->K,2,1,1,g1;DR,3,1,False,0,0,6,2,2,1,1,True,False
M3/14x14_dense_kr_sg_0,ogbench/ogbench/procgen/maze_jsons/M3/14x14_dense_kr_sg_0.json,14x14_dense_kr_sg_0,M3,M,False,14,14,196,dense,0,14x14:dense:0,key_door_then_switch_gate,,,True,87,656,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/14x14_dense_sg_kr_0,ogbench/ogbench/procgen/maze_jsons/M4/14x14_dense_sg_kr_0.json,14x14_dense_sg_kr_0,M4,M,False,14,14,196,dense,0,14x14:dense:0,switch_gate_then_key_door,,,True,87,685,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
M5/14x14_corridor_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/M5/14x14_corridor_kr_kb_0.json,14x14_corridor_kr_kb_0,M5,M,False,14,14,196,corridor,0,14x14:corridor:0,kk,,,True,87,792,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
D1/14x14_corridor_wrong_ky_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_sg_kb_0.json,14x14_corridor_wrong_ky_kr_sg_kb_0,D1,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_kr_sg_kb,,,True,88,976,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D1/14x14_dense_wrong_ky_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_kb_0.json,14x14_dense_wrong_ky_kr_kb_0,D1,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_kk,,,True,88,1049,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_kb_0.json,14x14_corridor_wrong_ky_kr_inactive_sb_sg_kb_0,D2,D,False,14,14,196,corridor,0,14x14:corridor:0,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,88,1282,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
D3/14x14_dense_kr_kb_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_kb_deadend_ky_dy_0.json,14x14_dense_kr_kb_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,kk_deadend_yellow_key_door,M5,deadend_yellow_key_door,True,88,852,K->K,2,2,0,DR;DB,3,1,False,0,0,6,3,3,0,0,True,False
M5/14x14_dense_kr_kb_0,ogbench/ogbench/procgen/maze_jsons/M5/14x14_dense_kr_kb_0.json,14x14_dense_kr_kb_0,M5,M,False,14,14,196,dense,0,14x14:dense:0,kk,,,True,88,750,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
M6/14x14_corridor_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/M6/14x14_corridor_kr_sg_kb_0.json,14x14_corridor_kr_sg_kb_0,M6,M,False,14,14,196,corridor,0,14x14:corridor:0,kr_sg_kb,,,True,88,796,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
S5/14x14_corridor_1,ogbench/ogbench/procgen/maze_jsons/S5/14x14_corridor_1.json,14x14_corridor_1,S5,S,False,14,14,196,corridor,1,14x14:corridor:1,none,,,True,89,309,none,0,0,0,,0,0,False,0,0,0,0,0,0,0,False,False
B1/14x14_corridor_swg_1,ogbench/ogbench/procgen/maze_jsons/B1/14x14_corridor_swg_1.json,14x14_corridor_swg_1,B1,B,True,14,14,196,corridor,1,14x14:corridor:1,single_white_switch_gate,,,True,90,401,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_corridor_wrong_ky_sg_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_sg_1.json,14x14_corridor_wrong_ky_sg_1,D1,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_switch_gate,,,True,90,800,S,1,0,1,g1,2,1,False,0,1,3,1,0,1,1,False,False
D2/14x14_corridor_wrong_ky_inactive_sb_sg_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_inactive_sb_sg_1.json,14x14_corridor_wrong_ky_inactive_sb_sg_1,D2,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_single_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,90,1595,S,1,0,1,g1,3,2,False,1,1,4,1,0,2,1,False,False
M2/14x14_corridor_sg_1,ogbench/ogbench/procgen/maze_jsons/M2/14x14_corridor_sg_1.json,14x14_corridor_sg_1,M2,M,False,14,14,196,corridor,1,14x14:corridor:1,single_switch_gate,,,True,90,401,S,1,0,1,g1,1,0,False,0,0,2,0,0,1,1,False,False
D1/14x14_corridor_wrong_ky_kr_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_1.json,14x14_corridor_wrong_ky_kr_1,D1,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_key_door,,,True,91,781,K,1,1,0,DR,2,1,False,0,1,3,2,1,0,0,False,False
M1/14x14_corridor_kr_1,ogbench/ogbench/procgen/maze_jsons/M1/14x14_corridor_kr_1.json,14x14_corridor_kr_1,M1,M,False,14,14,196,corridor,1,14x14:corridor:1,single_key_door,,,True,91,493,K,1,1,0,DR,1,0,False,0,0,2,1,1,0,0,False,False
D1/14x14_corridor_wrong_ky_kr_sg_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_sg_1.json,14x14_corridor_wrong_ky_kr_sg_1,D1,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_key_door_then_switch_gate,,,True,92,1113,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/14x14_corridor_wrong_ky_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_sg_kr_1.json,14x14_corridor_wrong_ky_sg_kr_1,D1,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_switch_gate_then_key_door,,,True,92,1083,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/14x14_corridor_wrong_ky_inactive_sb_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_inactive_sb_sg_kr_1.json,14x14_corridor_wrong_ky_inactive_sb_sg_kr_1,D2,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,92,2150,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,False
D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_1.json,14x14_corridor_wrong_ky_kr_inactive_sb_sg_1,D2,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,92,1896,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
M3/14x14_corridor_kr_sg_1,ogbench/ogbench/procgen/maze_jsons/M3/14x14_corridor_kr_sg_1.json,14x14_corridor_kr_sg_1,M3,M,False,14,14,196,corridor,1,14x14:corridor:1,key_door_then_switch_gate,,,True,92,693,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/14x14_corridor_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/M4/14x14_corridor_sg_kr_1.json,14x14_corridor_sg_kr_1,M4,M,False,14,14,196,corridor,1,14x14:corridor:1,switch_gate_then_key_door,,,True,92,787,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
D1/14x14_corridor_wrong_ky_kr_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_kb_1.json,14x14_corridor_wrong_ky_kr_kb_1,D1,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_kk,,,True,93,1098,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
M5/14x14_corridor_kr_kb_1,ogbench/ogbench/procgen/maze_jsons/M5/14x14_corridor_kr_kb_1.json,14x14_corridor_kr_kb_1,M5,M,False,14,14,196,corridor,1,14x14:corridor:1,kk,,,True,93,803,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
D1/14x14_corridor_wrong_ky_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_corridor_wrong_ky_kr_sg_kb_1.json,14x14_corridor_wrong_ky_kr_sg_kb_1,D1,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_kr_sg_kb,,,True,94,1418,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_corridor_wrong_ky_kr_inactive_sb_sg_kb_1.json,14x14_corridor_wrong_ky_kr_inactive_sb_sg_kb_1,D2,D,False,14,14,196,corridor,1,14x14:corridor:1,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,94,2511,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
M6/14x14_corridor_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/M6/14x14_corridor_kr_sg_kb_1.json,14x14_corridor_kr_sg_kb_1,M6,M,False,14,14,196,corridor,1,14x14:corridor:1,kr_sg_kb,,,True,94,964,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
D1/14x14_dense_wrong_ky_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_sg_kb_0.json,14x14_dense_wrong_ky_kr_sg_kb_0,D1,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_kr_sg_kb,,,True,95,1422,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_kb_0.json,14x14_dense_wrong_ky_kr_inactive_sb_sg_kb_0,D2,D,False,14,14,196,dense,0,14x14:dense:0,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,95,2385,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
D3/14x14_dense_kr_sg_kb_deadend_ky_dy_0,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_sg_kb_deadend_ky_dy_0.json,14x14_dense_kr_sg_kb_deadend_ky_dy_0,D3,D,False,14,14,196,dense,0,14x14:dense:0,kr_sg_kb_deadend_yellow_key_door,M6,deadend_yellow_key_door,True,95,1040,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,0,8,3,3,1,1,True,False
M6/14x14_dense_kr_sg_kb_0,ogbench/ogbench/procgen/maze_jsons/M6/14x14_dense_kr_sg_kb_0.json,14x14_dense_kr_sg_kb_0,M6,M,False,14,14,196,dense,0,14x14:dense:0,kr_sg_kb,,,True,95,938,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
D1/14x14_dense_wrong_ky_kr_sg_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_sg_1.json,14x14_dense_wrong_ky_kr_sg_1,D1,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_key_door_then_switch_gate,,,True,96,925,K->S,2,1,1,DR;g1,3,1,False,0,1,5,2,1,1,1,False,False
D1/14x14_dense_wrong_ky_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_sg_kr_1.json,14x14_dense_wrong_ky_sg_kr_1,D1,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_switch_gate_then_key_door,,,True,96,889,S->K,2,1,1,g1;DR,3,1,False,0,1,5,2,1,1,1,False,False
D2/14x14_dense_wrong_ky_inactive_sb_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_inactive_sb_sg_kr_1.json,14x14_dense_wrong_ky_inactive_sb_sg_kr_1,D2,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_switch_gate_then_key_door_inactive_blue_switch,,inactive_blue_switch,True,96,1763,S->K,2,1,1,g1;DR,4,2,False,1,1,6,2,1,2,1,False,False
D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_1.json,14x14_dense_wrong_ky_kr_inactive_sb_sg_1,D2,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_key_door_then_switch_gate_inactive_blue_switch,,inactive_blue_switch,True,96,1606,K->S,2,1,1,DR;g1,4,2,False,1,1,6,2,1,2,1,False,False
D3/14x14_dense_kr_sg_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_sg_deadend_ky_dy_1.json,14x14_dense_kr_sg_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,key_door_then_switch_gate_deadend_yellow_key_door,M3,deadend_yellow_key_door,True,96,567,K->S,2,1,1,DR;g1,3,1,False,0,0,6,2,2,1,1,True,False
D3/14x14_dense_sg_kr_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_sg_kr_deadend_ky_dy_1.json,14x14_dense_sg_kr_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,switch_gate_then_key_door_deadend_yellow_key_door,M4,deadend_yellow_key_door,True,96,652,S->K,2,1,1,g1;DR,3,1,False,0,0,6,2,2,1,1,True,False
M3/14x14_dense_kr_sg_1,ogbench/ogbench/procgen/maze_jsons/M3/14x14_dense_kr_sg_1.json,14x14_dense_kr_sg_1,M3,M,False,14,14,196,dense,1,14x14:dense:1,key_door_then_switch_gate,,,True,96,567,K->S,2,1,1,DR;g1,2,0,False,0,0,4,1,1,1,1,False,False
M4/14x14_dense_sg_kr_1,ogbench/ogbench/procgen/maze_jsons/M4/14x14_dense_sg_kr_1.json,14x14_dense_sg_kr_1,M4,M,False,14,14,196,dense,1,14x14:dense:1,switch_gate_then_key_door,,,True,96,652,S->K,2,1,1,g1;DR,2,0,False,0,0,4,1,1,1,1,False,False
D1/14x14_dense_wrong_ky_kr_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_kb_1.json,14x14_dense_wrong_ky_kr_kb_1,D1,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_kk,,,True,97,929,K->K,2,2,0,DR;DB,3,1,False,0,1,5,3,2,0,0,False,False
D3/14x14_dense_kr_kb_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_kb_deadend_ky_dy_1.json,14x14_dense_kr_kb_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,kk_deadend_yellow_key_door,M5,deadend_yellow_key_door,True,97,692,K->K,2,2,0,DR;DB,3,1,False,0,0,6,3,3,0,0,True,False
M5/14x14_dense_kr_kb_1,ogbench/ogbench/procgen/maze_jsons/M5/14x14_dense_kr_kb_1.json,14x14_dense_kr_kb_1,M5,M,False,14,14,196,dense,1,14x14:dense:1,kk,,,True,97,692,K->K,2,2,0,DR;DB,2,0,False,0,0,4,2,2,0,0,False,False
D1/14x14_dense_wrong_ky_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D1/14x14_dense_wrong_ky_kr_sg_kb_1.json,14x14_dense_wrong_ky_kr_sg_kb_1,D1,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_kr_sg_kb,,,True,106,1227,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,1,7,3,2,1,1,False,False
D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/D2/14x14_dense_wrong_ky_kr_inactive_sb_sg_kb_1.json,14x14_dense_wrong_ky_kr_inactive_sb_sg_kb_1,D2,D,False,14,14,196,dense,1,14x14:dense:1,wrong_key_then_kr_sg_kb_inactive_blue_switch,,inactive_blue_switch,True,106,2227,K->S->K,3,2,1,DR;g1;DB,5,2,True,1,1,8,3,2,2,1,False,False
D3/14x14_dense_kr_sg_kb_deadend_ky_dy_1,ogbench/ogbench/procgen/maze_jsons/D3/14x14_dense_kr_sg_kb_deadend_ky_dy_1.json,14x14_dense_kr_sg_kb_deadend_ky_dy_1,D3,D,False,14,14,196,dense,1,14x14:dense:1,kr_sg_kb_deadend_yellow_key_door,M6,deadend_yellow_key_door,True,106,827,K->S->K,3,2,1,DR;g1;DB,4,1,False,0,0,8,3,3,1,1,True,False
M6/14x14_dense_kr_sg_kb_1,ogbench/ogbench/procgen/maze_jsons/M6/14x14_dense_kr_sg_kb_1.json,14x14_dense_kr_sg_kb_1,M6,M,False,14,14,196,dense,1,14x14:dense:1,kr_sg_kb,,,True,106,794,K->S->K,3,2,1,DR;g1;DB,3,0,False,0,0,6,2,2,1,1,False,False
